,text,emotion,length
282," 놀고싶다. 딱히 무언갈 하는 것도 아니면서 노는 것도 아니라 심신이 언제나 지쳐있다. 오늘은 새벽 늦게 잠들어 해가 중천에 떴을 때 눈을 떴다. 할 일이 많았지만 하고 싶다는 생각도 해야겠다는 의지도 들지 않았다. 그저 기계처럼 일어나 멍하니 벽지를 보다 폰을 들어 자괴감을 일으키는 시각을 읽었다. 언제 ""아, 정말 오늘 재미있었다."" ""너무 재미있게 잘 놀았어.""라고 생각했었는지 기억이 나질 않는다. 공부도 일도 그렇다. ""열심히 살았다!"" ""멋지다! 나!"" 같은 감상이 없어진 게 언제인지. 원래 잠을 깊게 자는 편이라 거의 꿈을 기억하지 못하는 편인데 오늘은 꿈도 기억했다. 가장 아픈 곳을 찌르면서 한 편으로는 행복감을 안겨주는 악몽도 행복한 꿈도 아닌 이상한 꿈이었따. 쓴 맛과 단 맛이 오락가락해서  집에 콕 처박혀 있어야해서 답답하다. 오늘은 날이 좀 추운 대신에 공기와 햇살이 맑아서 여행을 떠나고 싶었는데. 생일날 친구와 당일치기 여행이라도 다녀오고 싶었는데 아쉽다. 계속 아쉬운 일의 연속이니까 오늘은 날 위로할겸 이 일기를 다 쓰고 밀크티를 마셔야겠다. 위에 휘핑을 잔뜩 얹어야지. 생일이 곧 다가온다. 교수님 결혼식도 곧인데, 신종 코로나 바이러스 때문에 어머니께서 결혼식장에 가는 것을 반대하신다. 이걸 어떻게 해야 할 지 모르겠다. 교수님이 날을 잘못 잡으신듯... 너무 서둘러서 날을 잡으시는 것 같더니... 하객 많으려나? 그래도 얼굴은 잠깐 비추는 게 좋을 거 같은데. 그동안 온갖 이유로 찾아뵙지 못했는데 결혼식마저 참석 안 하면 연을 끊으실 거 같다. 어떡하지... 고민이 깊어지는 밤이다.",두려움,800
284," 저는 연극 보는걸 좋아하고요, 영화 보는 것도 좋아했습니다. 영화는 쉽게 이입할 수 있고 몰입하게 되니까요. 영화가 가질 수 있는 색감, 연출, 음향 같은 장치적 매력도 무시할 수 없습니다. 문제는 영화가 서사가 있는 매체고, 서사가 자기만의 속도감을 가지고 속사포처럼 흘러가는 데 있습니다. 다시 말해서, 영화란 건 순식간에 지나가 버리잖아요? 그런 걸 견딜 수 없게 되었습니다. 그래서 요즘은 책을 읽고 있어요. 책은 2020년이 되어 네 권 정도 읽었네요. 책을 읽으면 팝콘 뇌를 방지할 수 있다고 해요. 서사를 조율할 수 있고 원하는 장면을 몇 번이고 볼 수 있습니다. 그래서 그림 보기도 좋아하고 꽃꽂이도 좋아했어요. 인생을 아기자기하고 근사한 취미로 가꾸고 싶었습니다. 그렇게 살기도 했고요. 하지만 그입니다. 최악의 경우엔 인생을 아기자기하게 꾸미던 것들이 모두 싸구려 같아져요. 남의 서사를 사랑해서 나의 서사를 망친 게 아닐까? 가부간 내 인생을 사랑하기 힘들어서, 다른 걸 사랑하면서 버텼다는 생각이 들어요. 그게 무서웠어요. 그런 무의식적인 열등감이 지난 평생에 거쳐 드리워진 게 아닐까요. 그래서 이런저런 생각을 드는 게 아닐까요. 하지만 저는 유화를 좋아하고 연극도 좋아하고요. 책을 좋아하고 한겹 한겹 덧칠한 붓칠 사이로 켜켜이 의식이 쌓여가는 걸 좋아했어요. 그런 몰입을 노동이나, 생산적인 어떤 것에 쏟을 때가 되었다고 생각할 뿐입니다. 사실 취미 없는 인간은 삭막하고 교양도 없잖아요. 우리는 중심을 잡아야 해요. 그게 가장 어려운 일이겠지만, 사는 건 행복하지도 재밌지도 않고 어려운 일이니까요.",두려움,800
286," 1월말부터 강아지가 아팠다. 아마 간질일 거 같다고 엄마와 나는 추측하고 있다. 며칠에 한번씩 발작을 일으킨다.  발작은 입을 이상하게 벌리며 고개를 젓는 것으로 시작된다. 심해지면 입에서 거품이 나며 사지를 페달 밟듯 반복적으로 움직이고, 전신이 굳어서 경련이 일어난다. 밥 잘 먹고 잘 놀던 평화로운 시간에 그렇게 한번 시작되면 엄마도 나도 놀라서 강아지를 안고 어쩔 줄을 모른다.  강아지는 1-5분 가량 거품을 내며 발작하다가 축 늘어진다. 껴안고 진정시키는 수 밖에 방법이 없어서 무력하다. 한번 건강검진도 다녀왔다. 혈액 검사 소변 검사 전부 했지만 뚜렷한 이상 징후는 발견되지 않았다. 엑스레이 상 기도가 좁아지고 있다는 진단은 받았지만 발작과 관계가 있는 것은 아니다. 먹은 것을 전부 토해 위 관련 없어 약으로 조절하는 수 밖에 없다. 뇌종양은 수술을 해야한다. 진단은 ct나 mri로 이루어진다. 동물의 ct와 mri는 백만원에 가깝다. 치료가 아니라 진단에만 그만큼의 돈이 든다는 얘기다. 슬프게도 우리집 경제 사정은 좋은 편이 아니다. 아버지는 지난해 말 카드빚을 5천 넘게 지고 들어앉았다. 어찌어찌 내 돈으로 틀어막았지만 급한 불만 끈 것이지 사정이 나아졌다고는 할 수 없다. 과연 내 소중한 강아지에게 적절한 치료를 해줄 수 있을까. 소중한 가족의 일원이 아픈데도 통장을 살피며 눈치를 보아야 하는 것이 너무 기분 좋지 않다.  심지어 큰 돈을 들여도 완치 보장은 되지 않는다. 간질로 인해 치매가 빨리 올 수도 있고, 수술 후유증이 없으리란 약속을 할 수도 없다. 나는 어떻게 해야할지 잘 모르겠다.",두려움,800
290," 시간이 참 빨리 가는 것 같다. 나는 95년생으로 올해 만으로 25살이다. 올해 대학을 졸업했다. 대학 입학했을 때만 하더라도 졸업은 상상도 하지 못했던 일이었다. 그런데 그것이 실제로 일어났다. 이제 나는 기나긴 학생 딱지를 벗어던지고 진짜 진짜로 사회인으로서의 새출발을 해야만 한다. 이것이 극도로 무서워서 나는 한동안 불안 증세에 시달리기까지 했다. (지금이라고 벗어난 것은 아니다.) 최대한 취업을 유예해 보려고 각종 자격증을 따려는 시도 또한 하고 있다. 인간은 왜 이렇게 어리석을까? 그동안 주어진 그 많은 방학동안은 뭐 하고...(사실 열심히 즐겁게 놀았다. 후회하지 않는다) 아무튼 운전면허 필기를 땄고 실기 준비를 하고 있으며 필기를 합격해 둔 컬러리스트는 다시 피눈물을 흘리며 학원에 등록해 실기..자기 위안을 한다. 살면서 는 것은 정신승리 뿐이 없지만??그래도 대한민국 평균 젊은이의 삶이 다 이렇지 않을지... 대한민국 젊은이 모독이 아니기만을 바란다. 취직 준비를 하면서 자격증을 따러 돌아다니며 느낀 건데, 돈이 정말 중요하다. 돈이 많아야 한다. 새삼스럽지만 정말 그렇다. 나를 보호하던 학생이라는 껍질이 없어진 것이다. 이제 돈이 없어도 아 제가 학생이라서요~ 하는 변명을 할 수가 없어진다. 이제 나는 스스로를 책임지고 나 혼자 벌어서 나 혼자 먹고 살며 나의 미래와 부모님의 미래, 나와 함께 할 사람의 미래를 준비해야 한다. 까마득하다. 솔직히 절망스럽고 해 낼 자신이 없다. 하지만 내가 여태까지 살아오면서...어떻게든 해 냈듯이, 결과가 좋지 않더라도 살아는 갈 것이다. 그러기를 바란다.",두려움,800
299," 오랜만에 일기를 써본다. 내게는 아주 나쁜 버릇이 하나 있다. 일을 미루고 미루고 또 미뤄서 아슬아슬한 순간에 처리하는 버릇이다. 이 나쁜 버릇이 언제부터 있었는지는 모르겠다. 어떤 때의 나는 아주 부지런했고, 미리 계획한 일들을 처리했으며 수요일이 마감인 과제를 제출한 날 바로 처리 했었는데 사실 그때도 나는 몇 가지 하기 싫은 일들을 꽤 미뤘던 것 같긴 하다. 하지만 요즘은 거의 모든 일들을 미루고 또 미루고 있다. 그런 내 모습이 싫지만 이 나쁜 버릇은 지속되고 있다. 나는 이 버릇을 없애기 위해서 시간표도 짜보고, 계획도 짜보고 했지만 생각대로 잘 되지 않는다. 그건 내가 바로 움직이지 않기 때문이다. 왜 나는 바로 움직이지 않는 것일까? 몇 가지 충동들은 나를 움직이게 하지만, 계획은 나를 움직이획한 대로 하루를 보낼 수 있을까? 그걸 위해서 나는 어떻게 해야할까. 오늘까지는 역시 쉬는 날이었다고 오늘도 쉬는 날로 보내야 할까? 미치겠는건 내가 일요일부터 화요일까지 약속이 있다는 것이다. 그 말인 즉슨, 내가 그 삼일을 놀아도 괜찮도록 미리 일을 해둬야 한다는 건데... 다시 압박감이 느껴진다. 아니 이렇게 불안하면 애초에 일을 해야하는 게 아닌가? 어쩜 이렇게 일을 미루기만 하는 것인지 알 수가 없다. 휴. 게다가 아침에 일어나는 게 왜이렇게 힘들까? 내일 다시 시도해볼 것이다. 아침에 일어나서 움직이기. 일하기. 적어도 운동이라도 하기. 체력이 좀 부족해서 내가 이렇게 골골 거리나 하는 의문이 들기 시작했으니까. 흠. 다시 한 번 내일에 대한 희망을 가져본다. 내일 나는 할 수 있겠지. 힘내자.",두려움,800
300, 아..밤 11시가 다 되어간다. 쉽사리 잠이 들지 않는 딸아이 옆에서 움직임을 최소화하고 눈만 굴리며 깊이 잠들기를 기다린다. 뱅글뱅글 돌며 뒤척이다 이내 잠잠해진 딸아이가 진짜 잠들었는 확인하고 거실로 고양이 마냥 살금살금 나왔다.  작은방에서  남편의 코고는 소리가 들린다. 둘째 아들내미도 잠들었겠지? 이제 하루가 다끝나고 혼자의 시간을 갖을 수 있다. 피곤하지만 자고 싶지 않아서 딱히 할게 없어도 나온다. 텔레비젼도 최대한 작은 소리로 틀어 놓고  핸드폰으로 마스크를 또 열심히 검색했다. 또 없군. 풀신게 없어. 명절전후로 해서 코로나 사태가 점점 더 안 좋아지기 시작해서 아이들 어린이집 친구들도 절반 가까이 등원을 하지않고 있다. 출퇴근해야하는 엄마들은 선택권이 없다. 나처럼 가정보육 가능한 엄마들내과를 전전하며 약을 달고 사는 듯. 시댁갈때마다 골골대는 모습을 너무 보였드렸나. 죄송하다. 성질머리가 안좋아 이렇게 아프나. 병원에선 스트레스가 가장 안좋아요 그게 위와 아주 밀접하죠 스트레스 받지마세요. 저는 스트레스받아서 아픈게 아니고 자꾸 아파서 스트레스 받거든요 잘 못먹으니까 그게 너무 힘들어요. 라고 말한다. 잘 생각해보면 일상이 본인에게 힘들 수있죠 인지하지 못해도. 아그런가요. 생각해보면 속이 편할 날이 있었나 싶다. 육아를 하면서도 아이들에게 미안하고  제대로 못하고 있다는 자괴감 그리고 불안한 미래 .아이들에게 해주고 싶은것. 기회를 열어줄 수 있는 여력이 있었으면 또 내 노후는? ㅜ 아이들과 행복한?낮전쟁이 끝나고 육퇴를 하면 멍하니 텔레비전을 보면서  아직도 못 찾은 답을 찾고 있다.,두려움,800
305," 자꾸만 딴 생각이 든다. 부정적인 생각, 죽는 상상, 다같이 죽어버리는 상상, 공부하기 싫어서 어영부영 시간보내다가 낙오자가 될 것이라는 생각, 돼지가 되어 우울에 빠져 사는 미래 내 모습 같은 것들 인스타나 연예인들을 보면서 이쁘고 잘생기고 즐겁게 사는 사람들, 하고 싶은 것만 하고 사는 사람들, 행복한 사람들...물론 단면적인 부분만 올라오는 것일 수도 있지만 내 행복의 단면은 겨우 맛있는 음식뿐이다. 쓰레기 같은 생각인 걸 알면서도 자꾸 되새기는 생각들을 여기에다 버리자. 나는 23살까지 두 번 미쳤었다. 처음은 중학교 2학년, 엄마가 뇌졸중으로 누워있을 때 나는 왕따도 당했다. 은따인가...? 하여튼 힘든 시기였다. 그 때는 그냥 직접적으로 느끼는 것만 생각했으니 왜 그렇게 힘들고 따돌림 당했는지는혀버리고 나는 여기에 생각을 버릴 수 있으면 좋겠다. 글을 등록하는 순간 그 모든 스트레스와 안좋은 일들이 여기 외에는 존재하지 않고 우리가족이 예전처럼 행복하면 좋겠다. 어릴 때는 이런 날이 올 것이라고는 상상도 못했다. 몇 년 뒤면 나는 공부를 하고 직장을 가지고 또 결혼도 준비하며 행복에 겨운 사람이 될 줄 알았다. 그런데 그 반대일 수도 있는 것이 현실이다. 집에서 누가 자살을 할 수도 있고 사고가 날 수도 있고, 가족 관계가 단절되고 누구 하나 백수로 살 수도 가출을 할 수도 있는 것이었다. 미래를 생각하면 행복한 것이 아니었나 나중에..하는 생각만 해도 덜컥 두려움이 든다. 얼마나 더 힘들고 아플지 모른다. 이 부정적인 생각을 여기 쓰레기통이라는 이 곳에 버려본다. 혹시 진짜로 버려질지도 모르니까",두려움,800
317," 가끔 나는 생각한다. 나는 나를 얼마나 이해하고 있을까. 나를 얼마나 객관화하여 생각하고 있을까. '이기적'인것과 '개인적'인것 사이에서 혼동은 없이 살아가고 있을까. 어릴적 수업시간에 선생님이 시키셨던 나의 장점쓰기 단점쓰기가 가끔씩 생각난다. 선생님께선 여러장애를 안고 살았던 헬렌켈러도 단몇분만에 백가지 이상의 본인의 장점을 종이에 적었다고 하셨다. 그런데 그날 나는 내 장점을 열가지 이상 쓰기 힘들었다. 그로부터 십년도 더 흐른 지금도 나는 빈종이를 뚫어져라 바라볼뿐 장점을 적을 수 없다. 반면에 단점은 당장에라도 고민없이 튀어나온다. 이렇게 스스로도 장점보다 단점이 많다고 인정하면서도 누군가 나를 무시하거나 막대할땐 기분이 몹시 좋지 않다. 그런데 이것은 굉장히 모순되어 있다. 스스로가 자신을 낮게 남을 신경쓰지 않고 사는건 개인적인것인지 이기적인것인지. 너무나도 어렵다. 현대인이 모두 가지는 고민이라고 생각해 넘기기엔 이것을 넘어서지 않고는 더 나은 나로 발전이 없을거같아 가끔은 조급해 지기도한다. 한가지 이러한 마음이 가라않는 순간은 이렇게 글을 쓰며 생각을 체계화 할 때 뿐이다. 아직 이세상 어떤 책에서도 어떤글에서도 정답을 찾지 못한 문제이지만 이문제가 나를 향해있고 스스로 풀어내지 않는 이상 어떤것도 정답이 될 수 없기에 내가 찾은 방법은 이렇게 꾸준히 일기를 써서 나의 로그를 남기고 마음이 더 힘들고 무너져내릴때 그것들을 꺼내 조가조각 퍼즐을 풀어보는 것이다. 안정과 위로, 해답을 건내는 존재가 내가 될 수 있다는건 그 옛날의 철학자가 와도 할 수 없는 일이니까.  오늘도 이렇게 글을쓴다.",두려움,800
319," 2018.5.30 맨날 밤에 인터넷 소설 보느라 생활 리듬이 다 박살 났다 새벽 3시에 잠들어도 아침 7시엔 일어나야 하는 혐생이라 내일 학교에서 졸 것 같아서 겁난다... 이번주 부터 수행평가가 엄청 많아서 졸면 안되는데... 학교에서 어찌어찌 버틴 다음에 집가서 퍼질러 잔다해도 수행평가도 산더미고 거기다가 내일은 학원도 가야한다... 그래도 이번주 지나면 좀 낫겠다 싶은데 아니나 다를까 다음주 월요일에 수행평가를 4개나 본다 아니 선생님들은 대체 항상 스케줄을 왜 이렇게 빡빡하게 짜는거지? 이런 말 하면 안되지만...선생님들은 사이코패스가 아닐까... 2018.6.7 아직 공모전 스케치도 다 못했는데... 마감이 다가오고 있다... 곧 기말고사 인데 다른 일도 너무너무 빡세다.. 2018.6.24 이거영 안 함) 학교가 5시에 끝나는데 5시에 문 닫아버리면 어쩌자는거?!?!? 2018.7.12 학교에서 부터 계속 곱씹던 것 가끔은 (내가 좋아하는 아이돌)이 만화 캐릭터였으면 좋겠다고 생각한다. 왜냐면 사람은 종잡을 수가 없어서 혼란스러우니까 그리고 연예인, 특히 아이돌은 꾸며낸 모습으로만 대중들을 만나니까 얘네가 실제로 어떤 사람일지는 알고 싶지도 않지만...뭐 혹시라도 알게되는 일이 오면 엄청나게 허무할 것 같다... 실제 얘네가 보여주는 이미지 뒤엔 실제 ""(아이돌 실명)"" 이 있으니까 팬의 입장으로서 조심하는 것도 당연하고 반대로 얘네가 팬애게 조심하는 것도 당연한 일인데 슬슬 안 조심하는 것 같아서 맘 졸이면서 살고 있음..근데 다른 건 몰라도 그냥 (아이돌 이름)이 행복했으면 좋겠다. 그게 다임",두려움,800
321," 테러리스트 집단에 가담하는 꿈을 꿨다. 내가 꿈 속에서 길을 헤매다가 우연히 테러 중인 테러리스트 집단의 얼굴을 봐 버려서, 테러리스트들이 나를 협박했다. ""죽을래, 아니면 너도 협력할래?""라고 말했는데 나는 죽기 싫어서 협력하겠다고 말했다. 내 첫번째 임무는 사람이 가득한 지하철 역에서 어떤 남자에게 까만 백팩을 갖다주는 거였다. 가방 안에 뭐가 들어있는지는 말해주지 않았지만 아마도 폭탄일 거라고 짐작이 가능했다. 지하철 역으로 가면서 '지금 터지는 거 아냐?' 하고 불안해 했지만 터지지 않고 무사히 도착했다. 그렇게 남자가 온다는 곳에서 대기하는데 아는 사이인 애가 갑자기 나타나서 나한테 말을 걸었다. 걔가 내가 들고 있는 까만 백팩을 보더니 또 까만 백팩이냐고 물었다. 나는 내 게 아니라 아는 사람이래 안 있어서 폭발음이 들렸고 좀 울었다. 둘 다 죽었겠지? 같은 생각을 하면서 테러범 아지트로 돌아가니까, 테러범들이 칭찬 같지도 않은 칭찬을 하고는 다음에 필요할 때 또 부르겠다고 하고는 날 쫓아냈다. 무섭고 우울했다. 평범하게 일상생활을 하다 보니까 지하철에서 만난 그 애가 지하철 폭탄테러로 죽었다는 소식이 들려와서, 엄청난 죄책감이 들었다. 그때 그 지하철을 탄 사람들은 아마 아주 많이 죽었을 거란 생각을 하니까 괴로웠다. 그러다 이동하려고 어느 지하철 역에 갔는데 그 남자가 있었다. 까만 꽁지머리에 파란 셔츠와 하얀 바지를 입고 까만 백팩을 맨 그 남자는 그때와 완전히 똑같은 차림이었다. 나는 아주 불안하고 무서워져서 남자가 왜 살아있는지 생각하면서 지하철 역으로부터 도망쳤다. 그리고 꿈에서 깼다.",두려움,800
326, 어느새 2013의 1분기가 끝나고 4월로 들어선지도 일주일이 지났다. 재수를 맘먹은지도 약 2개월이 넘어가는데 두달동안 내가 이뤄논것은 너무 적다. 시간은 그 순간만큼은 뎌디게 느껴지는 것 같다가도 눈떳다 감으면 그새 자정이 넘고 하루가 다 지나가고 다음날이 올만큼 빠르게 지나간다. 나는 늘 후회만 한다. 후회를 하고 새롭게 다짐을해도 그 다짐이 하루조차 가질않는다. 이제 수능이 7개월남았는데 나는 너무 나태하다. 조급함이 없는게 다행인건지 불행인건지 모르겠는데 지금 내상태를 본다면 아마 7개월후엔 불행이 될것같다. 작년에도 그랬으니까....진짜 열심히 살자 모두들 하루를 48시간마냥 바쁘게 살아가는데 나는 12시간도 못 사는 느낌 노력도 안하면서 바쁘게 사는 사람들을 부러워하기만 한다 하루종일 잉여처럼 . 그러나 그 긴 길을 걷는동안 내가 이뤄온것은 아무것도 없다. 쓸떼없는 체력소모만 해버렸다. 공부공부공부 공부!!!!!!!! 너무 천천히 걸었다. 난 지금부터 뛰어야된다. 독서실을 끊었다 다행이도 내 자리는 와이파이가 안터진다 독서실에 오기전까지만해도 폐쇄된 공간에 혼자있어야한다는 생각때문에 두려웠는데 막상 와보니 나름 괜찮다 생각보다 외롭지도않고 막막하거나 답답하지도 않다 오히려 혼자 있어서 엄마눈치 안봐도되고 좋은듯? 근데 더 다녀보면 달라질지도 모른다.. 그래도 이왕 한달 끊은거 헛짓거리 하지말고 열심히 다녀야지 ! 오늘 계획은 수학2 1단원 문제 풀고 문제풀이 인강까지 다 듣고 집에가는거다 근데 솔직히 지금 집에 가고싶다 아 배고파 꼬르륵 소리나는게 제일 싫다 이제 수학 풀어야지 빨리 끝내고 집갈래,두려움,800
328," 엄마는 지금 내 옆에서 코를 골며 자고 있다. 나는 모로 누운 엄마의 왼편에 누워서 다리에는 노트북을 걸치고 3만원을 벌어보겠답시고 키보드를 두들기고 있다. 이까짓 글을 적는 것에는 1시간은 커녕 30분도 걸리지 않을 거다.  이런 일이 매일 있으면 얼마나 좋을까. 그렇다면 괜히 웹소설을 적어보겠다고 매일 구상하는 짓거리도 그만둘 수 있겠지. 물론 웹소설로 대박이 나면 쫌쫌따리 3만원 문화상품권 받는 것과는 차원이 다른 돈을 벌 수 있겠지만 말이다. 오 방금 256자가 지나갔다. 돈 벌기 쉽다 쉬워. 일단 웹소설 이야기를 계속 하자면, 나는 완결낸 웹소설이 하나 있긴 하다. 그런데 그건 상품성이 없고, 상품성이 있어서도 안돼는 것이다. 어디까지나 취미로 적어놓은 글이었다.  분량은 약 20만자 정도 되었는만한 것은 아니다. 그리고 엄마의 지인이라면 나와 나이대도 크게 다를텐데 그런 사람한테 신음으로 가득 찬 내 소설을 보여주면 나나 엄마나 무슨 낯으로 다시 그 사람 얼굴을 보겠는가. 엄마 친구가 내가 적은 야설을 함께 첨삭하며 이건 어떻고 저건 어떻고 ""여기 신음이 너무 작위적이다. 고치는 게 좋겠어."" 이딴 쌉소리를 한다니. 토가 나온다. 쏠린다. 차라리 평생 아마추어로 살지. 어차피 내가 좀 덜 게으르게 적는다고 해도 글로는 먹고 살지 못한다. 어쩌면 한 편줍쇼에서 번 돈이 마지막 수익일지도 모른다. 하지만 나는 최대한 긍정적으로 생각해보려 한다. 일단 이걸 내면 나는 3만원을 받는다. 나는 그 3만원으로 좋은 좋은 책이라도 살 수 있을 것이다. 그리고 그 책은 내게 새로운 영감을 불러일으킬지도 모른다.",두려움,800
331," 세상일과, 어떠한 정해진 흐름, 그래 필연, 인연이라는 것은 알다가도 모른다는 생각이 든다. 나의 의지와 관계없이 시간은 속절없이 흘러 벌써 나는 ‘이렇게’ 되었지만, 어쩌면 긴 시간은 안정감을 뜻하기도 하기에 나는 시간에 기대어보고자 했다. 하지만 나의 의지와 상관없이 흐르는 시간은 필연적으로 변화를 가져와 그 흐름에 따르지 못한 자를 잔인하게 내쳐버렸다. 막연히 미래를　꿈꾸던 때가 있었다. 나는 무언가가 되어, 무언가를 하는 주인공이 되어있을 줄. 매사 부정적인 내가 유일하게 긍정을 보인 순간이었을 것이다. 인터넷에 ‘특정단어’를 치면 생명의 전화와, 당신은 소중한 사람입니다 라는 문구가 뜨는데, 나는 바로 내가 너무 소중해서 어린 시절의 긍정을 깬 현실이 미웠을 뿐이다. 어쩌다 이렇게 되었을까? 하루씩 뒤처지던 나의 걸음은 내가 잠시 주저앉아 있다 고개를 드니 저만치 뒤쳐져 감히 쫓아갈 엄두도 나지 않는 상태가 되었다. 그리고 시간은 한 번도 뒤 돌아 보지 않은 채로 나를 버려두고 떠났다. 어기적어기적 일어나 따라가려고도 했지만 매정한 그는 병든 새끼를 야생의 어미가 버리듯, 나를 버려두고 건강한 이들을 이끌고 앞서 가버렸다. 나는 정말 그와 함께이고 싶었다. 주도하고 싶었고, 그도 아니라면 어울려 걷고 싶었다. 하지만 내가 주춤 거리다 주저앉은 새 놓쳐버린 것이 마지막이었을 줄이야. 그래서 나는 해가 바뀌는 것이 실감이 나지 않는다. 나의 속도는 뒤쳐져 저 만치 어딘가에 놓여서 겨우 걸음을 옮겨오는데 해는 바뀌고, 주변은 변하고, 나이도 오르는데 나만 미끄러져 침몰하는 중이다. 이것이 운명일 줄이야.",두려움,800
163," 어쩌다 보니 급하게 결정된 경주 여행! 5월에 황금 연휴가 있다던데, 어디 여행을 떠나고 싶은데, 친구들과 함께 이야기를 나누다가 ""우리도 같이 여행 갈래?"" 해서 공기 좋은 곳으로 떠나기로 했다. 푸르른 대나무가 있는 담양으로 여행을 떠나기 위해 숙소도 알아보았지만 자차가 없이는 이동이 너무 어렵다는 다른 여행객들의 후기에 뚜벅이 여행이 가능한 경주로 여행 계획을 잡았다. 원래는 우리가 살고 있는 일산에서 가까운 근교로 여행을 가려고 했지만 계획을 잡다 보니 가장 먼 경주로 정해졌다.  너도 나도 일하기 지친 와중에 경주 여행만을 생각하며 2주를 버텼다. 여행을 떠나기 전날까지도 폭풍우가 몰아치고 천둥번개가 내려쳐서 여행할 때 비가 오면 어떡하나 걱정을 했는데 다행히도 여행 당일에는 날씨가 맑게 갰다. 이 촉박했던지라 경주역에 있는 황남빵 매장을 급히 찾았는데 이곳은 이미 품절이었다. 대신 다른 매장을 찾아 찰보리빵과 황남빵을 구매하고 경주 터미널에 도착했다. 다행히 제 시간에 맞춰 버스를 탈 수 있었다. 다시 일산으로 올라가며 휴게소를 들렀는데 유명한 소떡소떡은 먹지 못하고 대신 조그만 닭강정 한 컵을 먹었다. 백석 터미널에 도착하니 벌써 밤 10시였다. 여행의 여운을 즐길 새도 없이 다음 날 출근을 준비하기 위해 다들 급히 헤어졌다. 고등학교를 함께 다닌 친구들과 오랜만에 여행을 떠나 정말 즐거웠다. 나를 포함해 네 명이서 여행을 간 적은 이번이 처음이었는데, 친구들과 많은 곳을 여행하고 싶다는 생각을 했다. 친구들도 나와 같은 생각인지 벌써 다음 여행을 계획하고 있다. 얼른 다음 여행을 떠나고 싶다!",기쁨,800
164, 새날이 밝았다. 오늘은 습관챌린지 하는 첫 날이기도 하다. 아침에 잘 일어났다. 여전히 일어나기 전에 뭔가 잘 자지 못하고 뒤척이는 느낌은 있다. 그게 실제로 그런건지 꿈이라서 그런건지. 꿈에서 민챠샘이 나왔다. 축구도 하고 춤도 배우고 하는데 그게 다 학원에서 하는거란다. 그게 무슨 의미인걸까. 뭐 그런 꿈이 다 있지. 아무튼. 오늘도 새로운 하루를 시작해보자. 어제 챌린지로 약속한 것들 하려면 부지런히 하루를 보내야 한다. 인생책방에서 뭔가를 정말 오랜만에 해보는 것이기도 하고. 여전히 뭐랄까 그 느낌은 여전했다. 짜잘하고 그런 것들에 신경쓰고 돈 문제에 민감하고 그런 것들. 달라진게 있다면 소연씨가 여러 잡일을 맡는다는것. 소연씨는 얼굴은 아주 예쁘지는 않지만 매력이 많다. 사람들이 좋아할 것 같다. 바뀌었을거라고 기대했지만 아직은 모르겠고. 나는 내 일에 집중하고 내가 원하는 것들 그런 것들에 초점을 맞춰야지. 코로나 바이러스가 기하급수적으로 수가 늘고 있다. 이게 언제쯤 진정될지 모르겠다. 얼른 백신이 나오고 했으면 좋겠다. 오늘도 이렇게 잘 시작하는구나. 시작이 좋으면 하루가 좋아질 확률이 높지 않을까. 아니면 시작이 좋으니까 역으로 낮동안은 너무 느슨해질 수도 있고. 마음먹기 달린거겠지. 딱히 생각나는 말이 없다. 보웬이랑 전화해야지. 오늘은 권투로 운동을 할거다. 휴. 어제 과자를 너무 많이 시켰나. 오늘 다 올텐데. 앞으로는 과자 많이 먹겠네. 요즘 배가 좀 들어간것 같기도 하고 몸매도 좋아진것 같다. 자세교정도 아침에 명상하면서 조금씩 나아지는 것 같고. 점점 더 멋있어지고 있는 느낌이다.,기쁨,800
